序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
331,920057,百甲科技,6.57,1.7,0.11,14634.0,9582492.9,2.32,6.6,6.45,6.49,6.46,1.23,1.27,109.52,1.66,1190899861.0,756014361.0,-0.3,0.15,-17.05,15.26
332,300947,德必集团,18.67,1.69,0.31,47541.0,90035369.8,5.77,19.32,18.26,18.36,18.36,1.87,3.15,210.66,2.26,2821740784.0,2820621238.0,-0.11,-0.16,-13.96,17.64
333,920223,荣亿精密,21.0,1.69,0.35,24900.0,52166840.46,3.29,21.28,20.6,20.6,20.65,0.94,3.05,-236.41,13.16,3302985000.0,1713258750.0,-0.1,-0.14,1.45,118.75
334,603363,傲农生物,4.84,1.68,0.08,486701.0,238054780.0,5.88,4.99,4.71,4.72,4.76,1.48,3.05,22.83,3.77,12598335238.0,7734135238.0,-0.21,-0.41,-19.87,36.72
335,920896,旺成科技,21.23,1.68,0.35,6556.0,13958066.05,3.69,21.56,20.79,20.81,20.88,1.1,1.48,35.26,5.0,2148990615.0,940546003.0,0.43,0.52,-8.33,53.84
336,920427,华维设计,12.73,1.68,0.21,16436.0,21182299.93,3.91,13.08,12.59,12.62,12.52,3.06,3.25,253.89,3.99,1312399350.0,644394688.0,-0.47,-0.86,-26.92,17.22
337,920679,前进科技,20.56,1.68,0.34,4544.0,9359919.65,3.51,20.85,20.14,20.36,20.22,1.73,2.01,60.06,2.3,1148276000.0,463890140.0,0.0,0.0,-16.05,28.26
338,603949,雪龙集团,18.16,1.68,0.3,29349.0,52974336.0,7.0,18.76,17.51,17.99,17.86,3.98,1.4,47.11,3.62,3834242109.0,3817327776.0,-0.6,0.0,-19.18,52.73
339,920578,巨能股份,25.59,1.67,0.42,9775.0,25099915.82,4.09,26.08,25.05,25.05,25.17,1.57,4.25,713.19,7.29,1957100092.0,588570000.0,-0.04,-0.04,-17.16,-2.81
340,920184,国源科技,19.5,1.67,0.32,35944.0,69701214.65,4.07,19.7,18.92,18.97,19.18,1.58,4.1,145.89,4.16,2585967326.0,1710407595.0,0.05,-0.26,-16.77,80.56
341,920077,吉林碳谷,14.11,1.66,0.23,70575.0,100157839.1,6.27,14.63,13.76,14.02,13.88,2.19,2.23,47.85,3.21,8292190438.0,4472260688.0,0.07,0.21,-4.92,26.43
342,600827,百联股份,9.17,1.66,0.15,129663.0,119431790.0,3.66,9.33,9.0,9.01,9.02,2.19,0.81,41.59,0.82,16360821633.0,14712805766.0,0.11,0.0,-4.38,-14.06
343,920510,丰光精密,17.21,1.65,0.28,18321.0,31699685.57,4.84,17.66,16.84,16.93,16.93,1.47,1.95,-270.61,7.91,3170321718.0,1616003132.0,-0.12,-0.12,-21.95,4.24
344,603090,宏盛股份,47.45,1.65,0.77,42207.0,203721522.0,6.21,49.92,47.02,47.16,46.68,1.18,4.22,55.28,7.74,4745000000.0,4745000000.0,-0.02,0.0,-0.59,175.71
345,301339,通行宝,14.25,1.64,0.23,41787.0,59471043.46,3.21,14.5,14.05,14.2,14.02,3.09,2.49,36.89,2.98,8269749810.0,2394867383.0,-0.21,-0.21,-10.55,0.71
346,920378,泰德股份,9.96,1.63,0.16,11307.0,11296001.28,2.96,10.09,9.8,9.81,9.8,1.59,1.02,69.91,4.06,1549038960.0,1109367349.0,-0.3,-0.3,-19.61,15.41
347,600337,美克家居,3.11,1.63,0.05,621661.0,192127926.0,3.92,3.16,3.04,3.1,3.06,1.03,4.33,-15.24,1.78,4469064206.0,4469064206.0,-0.32,0.0,40.09,69.02
348,605108,同庆楼,20.05,1.62,0.32,71619.0,143476048.0,2.79,20.19,19.64,19.76,19.73,1.56,2.75,129.47,2.33,5213000000.0,5213000000.0,0.1,0.35,-4.11,-17.79
349,920895,花溪科技,21.39,1.62,0.34,6863.0,14753079.27,3.42,21.7,20.98,21.08,21.05,1.58,2.39,13040.27,6.09,1209048360.0,614682291.0,0.09,0.09,-18.82,76.63
350,688502,茂莱光学,386.02,1.61,6.12,15079.0,567480059.0,8.93,396.0,362.07,375.55,379.9,2.13,8.98,334.56,16.93,20381856000.0,6485136000.0,0.11,-0.12,-8.62,91.99
351,600185,珠免集团,6.94,1.61,0.11,289783.0,202991371.0,3.66,7.12,6.87,6.87,6.83,1.6,1.54,-17.36,22.85,13081940217.0,13081940217.0,0.0,0.0,17.83,-3.48
352,002561,徐家汇,8.89,1.6,0.14,144611.0,129224759.81,4.0,9.08,8.73,8.75,8.75,1.96,3.49,-1334.01,1.69,3696133070.0,3684367751.0,0.23,0.11,-7.2,-2.95
353,603596,伯特利,46.94,1.6,0.74,112279.0,532536161.0,4.05,48.56,46.69,48.51,46.2,3.02,1.85,23.95,3.89,28469617891.0,28469617891.0,0.04,-0.13,-2.74,6.1
354,600548,深高速,8.94,1.59,0.14,126164.0,111878487.0,3.18,9.01,8.73,8.76,8.8,1.52,0.74,11.57,0.97,22688433775.0,15326968288.0,0.11,-0.11,-10.51,-32.48
355,603199,九华旅游,35.88,1.59,0.56,19321.0,69057518.0,1.76,35.94,35.32,35.32,35.32,3.17,1.75,16.48,2.45,3971198400.0,3971198400.0,0.06,0.14,-5.97,8.5
356,920357,雅葆轩,25.5,1.59,0.4,7652.0,19489308.15,3.43,25.79,24.93,25.08,25.1,1.05,1.72,31.44,5.29,2042040000.0,1135122300.0,-0.12,0.16,-6.76,39.73
357,300333,兆日科技,10.91,1.58,0.17,72037.0,77859857.62,4.75,11.04,10.53,10.69,10.74,2.11,2.15,-425.69,6.32,3665760000.0,3652450531.0,-0.27,-0.09,-19.3,-39.92
358,600803,新奥股份,22.45,1.58,0.35,46452.0,103694267.0,2.62,22.59,22.01,22.03,22.1,0.74,0.15,15.22,2.93,69529616777.0,68955942566.0,-0.09,0.0,19.41,9.67
359,920981,晶赛科技,32.95,1.57,0.51,7995.0,26411516.29,3.14,33.37,32.35,32.42,32.44,1.16,2.14,237.42,4.97,2519620600.0,1229351913.0,0.0,0.0,-15.73,25.14
360,688617,惠泰医疗,244.1,1.56,3.75,8252.0,201853638.0,3.58,246.75,238.15,238.25,240.35,1.37,0.59,41.42,11.52,34425434961.0,34425434961.0,0.06,0.09,-17.96,-4.49
361,920833,美心翼申,16.97,1.56,0.26,10937.0,18577531.85,2.51,17.14,16.72,16.9,16.71,1.36,1.75,37.12,2.28,1397649200.0,1060060748.0,0.24,0.3,-26.6,53.57
362,300213,佳讯飞鸿,9.21,1.54,0.14,232041.0,212705719.0,5.07,9.34,8.88,9.11,9.07,2.12,4.2,-278.87,2.49,5474098519.0,5085963404.0,-0.11,-0.11,-19.07,20.55
363,601825,沪农商行,9.25,1.54,0.14,119051.0,109525393.0,1.87,9.28,9.11,9.11,9.11,0.68,0.13,6.33,0.71,89211111116.0,86713582978.0,0.43,0.0,11.18,14.48
364,920942,恒立钻具,32.56,1.53,0.49,21402.0,70188075.9,6.24,33.5,31.5,32.0,32.07,3.07,5.17,70.84,3.99,1996810376.0,1347214021.0,-0.31,-0.31,-24.93,138.71
365,920982,锦波生物,266.99,1.52,4.0,12475.0,335730503.49,6.18,275.36,259.12,262.99,262.99,1.14,2.27,40.55,16.68,30721295127.0,14659109445.0,0.32,0.33,-11.48,70.39
366,605287,德才股份,26.09,1.52,0.39,25438.0,66055675.0,5.84,26.5,25.0,25.44,25.7,1.7,1.82,55.83,2.35,3652600000.0,3652600000.0,0.12,0.23,21.41,114.73
367,920110,雷特科技,36.15,1.52,0.54,2156.0,7830125.4,2.75,36.66,35.68,35.88,35.61,1.38,1.33,33.23,3.95,1409850000.0,587039850.0,-0.3,-0.3,-13.21,14.04
368,605188,国光连锁,22.71,1.52,0.34,158562.0,364022783.0,5.72,23.48,22.2,22.38,22.37,1.18,3.16,744.97,9.67,11408561535.0,11408561535.0,-0.04,-0.35,11.93,197.64
369,600318,新力金融,8.82,1.5,0.13,103861.0,90738321.0,3.22,8.87,8.59,8.7,8.69,1.58,2.03,85.07,4.14,4522257714.0,4522257714.0,-0.23,-0.45,-11.98,4.38
370,002029,七 匹 狼,11.57,1.49,0.17,428907.0,501195346.7,3.86,11.87,11.43,11.59,11.4,0.95,6.45,15.19,1.2,8157122323.0,7698746946.0,0.09,0.17,65.05,79.66
371,920670,数字人,15.76,1.48,0.23,30595.0,48511895.51,4.7,16.12,15.39,15.47,15.53,1.47,4.59,954.99,6.89,1673434624.0,1050379115.0,0.45,0.06,-8.0,2.27
372,300486,东杰智能,19.99,1.47,0.29,93509.0,185892590.4,3.15,20.12,19.5,19.5,19.7,1.13,1.96,856.43,5.69,9538207231.0,9535340485.0,0.0,-0.1,-13.5,192.25
373,000526,学大教育,37.65,1.46,0.54,17212.0,64897236.0,2.4,37.89,37.0,37.11,37.11,0.93,1.44,14.89,4.6,4588070754.0,4497648631.0,0.0,0.08,-17.78,-10.49
374,688259,创耀科技,40.19,1.46,0.58,18490.0,74302888.0,2.37,40.64,39.7,40.15,39.61,2.41,1.66,48.99,2.85,4489223000.0,4489223000.0,-0.12,-0.07,-9.73,15.09
375,920866,绿亨科技,8.34,1.46,0.12,11446.0,9533483.84,2.43,8.4,8.2,8.21,8.22,1.5,1.22,56.45,1.98,1502917206.0,780705207.0,0.12,0.0,-17.59,17.96
376,603081,大丰实业,13.16,1.46,0.19,98496.0,129412268.0,3.93,13.3,12.79,12.9,12.97,2.61,2.33,45.29,1.74,5560088801.0,5560088801.0,0.08,0.0,1.15,17.82
377,920566,梓橦宫,11.79,1.46,0.17,16654.0,19652547.99,1.98,11.87,11.64,11.65,11.62,1.73,1.48,22.93,2.13,1715013250.0,1324565954.0,-0.17,-0.17,-11.82,31.73
378,920195,三祥科技,21.7,1.45,0.31,18993.0,41390546.36,4.25,22.19,21.28,21.42,21.39,1.29,2.68,19.92,2.66,2127251000.0,1535469975.0,0.05,0.0,8.39,101.3
379,600859,王府井,14.66,1.45,0.21,390500.0,578349281.0,4.22,14.97,14.36,14.38,14.45,2.05,3.47,99.93,0.84,16476834676.0,16475319418.0,0.07,0.0,0.48,-4.37
380,301315,威士顿,58.63,1.44,0.83,37463.0,218350661.59,3.98,59.3,57.0,57.27,57.8,1.28,10.13,180.1,5.07,5159440000.0,2169310000.0,-0.54,-0.48,13.6,-13.64
381,920717,瑞星股份,12.8,1.43,0.18,14261.0,18326047.32,3.33,13.03,12.61,12.78,12.62,1.52,3.22,295.83,2.6,1467904000.0,566784000.0,-0.47,-0.7,-2.44,51.66
382,001216,华瓷股份,17.03,1.43,0.24,102360.0,174453929.0,3.75,17.28,16.65,16.7,16.79,2.52,4.17,17.02,2.37,4289289901.0,4181770979.0,-0.06,-0.12,6.44,37.89
383,600682,南京新百,7.81,1.43,0.11,262560.0,206363171.0,3.64,7.94,7.66,7.66,7.7,1.45,2.26,37.1,0.59,10505482646.0,9091310748.0,0.0,-0.13,-1.26,14.52
384,300627,华测导航,31.53,1.42,0.44,101488.0,320584471.51,2.28,31.95,31.24,31.62,31.09,1.25,1.57,37.75,6.19,24796388500.0,20420774978.0,-0.06,0.1,-10.07,6.88
385,920267,鑫汇科,23.74,1.41,0.33,5055.0,11945967.71,3.76,23.95,23.07,23.39,23.41,1.46,1.75,676.06,4.56,1186595019.0,685752121.0,0.55,0.64,-20.6,20.02
386,300192,科德教育,19.37,1.41,0.27,202897.0,398072991.04,5.18,19.96,18.97,19.02,19.1,1.86,6.25,51.72,6.5,6375506283.0,6288232326.0,-0.05,-0.21,1.95,24.17
387,688196,卓越新能,58.38,1.41,0.81,16919.0,99481379.0,6.27,60.19,56.58,57.57,57.57,2.91,1.41,33.27,2.32,7425398612.0,7005600000.0,-0.09,-0.09,19.07,76.43
388,920395,朗鸿科技,12.22,1.41,0.17,9059.0,11072402.97,3.07,12.38,12.01,12.05,12.05,1.53,0.88,34.34,8.08,1864597303.0,1264188621.0,0.33,0.33,-20.55,18.18
389,002094,青岛金王,7.19,1.41,0.1,160576.0,115054889.49,3.39,7.28,7.04,7.08,7.09,2.64,2.33,55.08,3.21,4967553377.0,4964361017.0,0.0,0.14,-13.89,30.73
390,301225,恒勃股份,98.19,1.4,1.36,10771.0,105368555.0,3.68,99.56,96.0,97.0,96.83,1.1,3.6,80.84,6.62,10150882200.0,2934113580.0,-0.07,0.16,4.22,275.77
391,300203,聚光科技,15.88,1.4,0.22,71092.0,111324205.0,3.83,15.96,15.36,15.7,15.66,1.41,1.59,-85.74,2.5,7125953088.0,7120092177.0,0.0,-0.06,-14.99,6.01
392,300380,安硕信息,41.14,1.4,0.57,28419.0,116051198.0,4.58,41.87,40.01,40.47,40.57,1.54,2.23,325.37,14.72,5695382517.0,5239818439.0,-0.46,-0.84,-19.33,-12.8
393,920123,芭薇股份,15.9,1.4,0.22,25161.0,40438990.02,4.78,16.31,15.56,15.78,15.68,3.01,3.95,45.2,4.37,1773486000.0,1011763046.0,0.0,0.0,-17.27,49.58
394,688615,合合信息,216.57,1.39,2.97,16143.0,349198156.0,3.86,219.56,211.31,215.1,213.6,0.9,1.67,64.77,10.8,30319800000.0,20935874743.0,-0.2,-0.22,38.0,51.27
395,920663,明阳科技,17.55,1.39,0.24,8698.0,15355422.0,3.58,17.87,17.25,17.25,17.31,1.35,1.37,32.48,6.3,2343846551.0,1110262789.0,-0.51,-0.11,-22.03,66.04
396,001376,百通能源,14.64,1.39,0.2,203632.0,302091175.0,5.12,15.12,14.38,14.45,14.44,1.09,9.53,38.23,5.77,6747576000.0,3129341182.0,-0.07,-0.07,17.97,1.17
397,600824,益民集团,4.42,1.38,0.06,321840.0,144641376.0,6.42,4.61,4.33,4.33,4.36,1.69,3.05,181.84,1.93,4658799663.0,4658799663.0,0.23,0.23,-1.78,-0.67
398,920175,东方碳素,11.79,1.38,0.16,11728.0,13810862.78,3.35,11.93,11.54,11.72,11.63,1.45,1.48,-16.76,1.95,1403010000.0,934662389.0,0.26,0.08,-9.38,14.8
399,002976,瑞玛精密,27.21,1.38,0.37,62880.0,170865644.6,4.43,27.83,26.64,27.41,26.84,1.86,9.64,143.79,2.77,4030755717.0,1774509674.0,0.52,0.52,10.07,24.42
400,605009,豪悦护理,32.25,1.38,0.44,17875.0,57189234.0,3.71,32.58,31.4,31.75,31.81,1.95,0.83,25.58,2.05,6935877210.0,6921483390.0,0.0,-0.31,-5.87,15.14
401,300253,卫宁健康,8.07,1.38,0.11,200023.0,159634234.98,2.26,8.07,7.89,7.97,7.96,1.12,1.04,-55.53,3.17,17872049195.0,15449901148.0,0.25,0.62,-13.97,12.87
402,920075,柏星龙,25.92,1.37,0.35,8224.0,21291413.74,3.05,26.23,25.45,25.58,25.57,1.01,2.36,51.63,4.19,1680004800.0,904060155.0,0.58,0.27,-21.02,-1.29
403,688031,星环科技-U,89.21,1.36,1.2,121147.0,1094150745.0,7.73,93.83,87.03,89.7,88.01,2.6,12.89,-38.01,12.08,10806535066.0,8383290650.0,0.17,0.02,57.45,93.39
404,605298,必得科技,39.43,1.36,0.53,13149.0,51620853.0,4.14,40.06,38.45,38.89,38.9,2.03,0.71,109.69,7.1,7406925500.0,7280828360.0,-0.15,-0.03,-15.66,194.25
405,300859,西域旅游,36.45,1.36,0.49,59215.0,218039990.32,3.81,37.2,35.83,35.87,35.96,3.25,3.82,42.98,6.98,5649750000.0,5649750000.0,-0.11,0.03,-28.61,4.5
406,920000,安徽凤凰,19.36,1.36,0.26,13546.0,26311125.47,1.83,19.56,19.21,19.21,19.1,1.7,2.8,24.21,2.73,1774924800.0,935209968.0,0.05,0.05,-18.0,8.83
407,300306,远方信息,14.11,1.36,0.19,116484.0,162821935.0,7.33,14.48,13.46,13.9,13.92,1.89,7.39,57.75,2.59,3795008358.0,2223771134.0,-0.28,-0.35,8.46,26.32
408,301026,浩通科技,26.22,1.35,0.35,81265.0,216802020.7,3.67,27.1,26.15,26.31,25.87,5.12,7.28,26.58,2.56,4149943939.0,2925645063.0,-0.15,-0.08,-12.54,35.57
409,300209,有棵树,6.01,1.35,0.08,159834.0,95957129.28,6.41,6.2,5.82,5.92,5.93,0.85,3.26,1486.75,5.83,5581103117.0,2945011425.0,-0.17,-0.17,-1.96,11.09
410,605378,野马电池,22.46,1.35,0.3,41609.0,92860246.0,4.92,22.83,21.74,22.28,22.16,3.19,1.59,80.55,4.7,5869840144.0,5869840144.0,0.09,0.09,-24.15,56.41
411,605300,佳禾食品,12.09,1.34,0.16,36788.0,44901259.0,5.11,12.46,11.85,11.85,11.93,1.57,0.81,158.46,1.92,5493679038.0,5493679038.0,0.17,0.17,-12.77,-9.64
412,920961,创远信科,31.01,1.34,0.41,106715.0,332316860.02,9.18,32.4,29.59,30.8,30.6,1.55,10.5,829.15,5.76,4429484153.0,3151305104.0,0.49,1.04,18.22,109.95
413,601066,中信建投,26.94,1.32,0.35,283619.0,765871153.0,2.33,27.19,26.57,26.59,26.59,2.2,0.44,22.11,2.55,208965357831.0,174993377683.0,-0.07,-0.22,1.93,5.28
414,600490,鹏欣资源,7.66,1.32,0.1,719368.0,559431979.0,7.01,7.96,7.43,7.43,7.56,2.95,3.61,54.32,2.67,16950715025.0,15263479817.0,0.26,0.13,18.39,132.83
415,605098,行动教育,40.53,1.3,0.52,5407.0,21988698.0,2.32,40.94,40.01,40.2,40.01,1.4,0.45,16.87,5.01,4833247083.0,4833247083.0,-0.02,-0.07,11.22,22.86
416,601007,金陵饭店,7.83,1.29,0.1,158723.0,125759623.0,5.05,8.12,7.73,7.77,7.73,1.37,4.07,57.15,1.93,3053700000.0,3053700000.0,-0.25,0.0,-3.81,12.82
417,002108,沧州明珠,4.72,1.29,0.06,731466.0,349127918.5,4.08,4.87,4.68,4.85,4.66,2.35,4.44,41.76,1.55,7781383532.0,7776191532.0,0.21,0.0,15.97,35.24
418,600201,生物股份,16.0,1.27,0.2,322666.0,509141988.0,3.86,16.13,15.52,15.61,15.8,1.24,2.9,82.7,3.25,17787965216.0,17787965216.0,-0.12,0.25,81.41,134.26
419,603121,华培动力,21.53,1.27,0.27,76575.0,163201682.0,3.86,21.75,20.93,21.26,21.26,0.74,2.26,198.66,6.12,7288630884.0,7288630884.0,-0.19,0.14,24.45,98.8
420,002563,森马服饰,5.57,1.27,0.07,279155.0,155703415.27,2.0,5.63,5.52,5.53,5.5,1.44,1.26,20.97,1.31,15006082191.0,12301023834.0,0.18,0.18,3.15,-14.57
421,920061,西磁科技,29.55,1.27,0.37,4670.0,13824464.07,2.54,29.9,29.16,29.46,29.18,1.22,1.27,490.69,7.53,2091844500.0,1086388020.0,0.0,0.0,-25.28,7.22
422,605333,沪光股份,29.49,1.27,0.37,21978.0,64710126.0,4.29,30.06,28.81,29.5,29.12,2.16,0.5,24.16,4.01,13684551573.0,12880526629.0,0.0,0.07,-15.38,-8.98
423,300401,花园生物,15.1,1.27,0.19,234018.0,350579653.07,3.15,15.2,14.73,15.03,14.91,2.89,4.38,26.3,2.6,8206394448.0,8072720958.0,-0.46,-0.2,5.37,3.78
424,603057,紫燕食品,17.63,1.26,0.22,13019.0,22918881.0,2.18,17.7,17.32,17.49,17.41,1.67,0.32,28.17,3.64,7290247413.0,7263560000.0,-0.11,0.0,-18.53,-9.91
425,920016,中草香料,20.23,1.25,0.25,6892.0,13923989.01,2.75,20.35,19.8,19.98,19.98,1.34,2.04,70.47,4.1,1557344424.0,682529208.0,0.25,-0.1,-14.02,2.48
426,600133,东湖高新,9.01,1.24,0.11,122861.0,110106689.0,3.15,9.1,8.82,8.88,8.9,1.79,1.15,95.21,1.09,9606821274.0,9606821274.0,0.0,-0.11,0.22,-1.96
427,002822,*ST中装,4.12,1.23,0.05,126262.0,50883509.99,3.93,4.12,3.96,4.09,4.07,1.42,1.56,-5.87,2.86,3959642155.0,3327314060.0,0.73,0.73,24.1,1.48
428,300599,雄塑科技,7.4,1.23,0.09,76196.0,57526002.0,6.29,7.77,7.31,7.31,7.31,2.86,3.59,-94.51,1.34,2650173596.0,1571322971.0,-0.13,0.14,-4.88,2.49
429,001386,马可波罗,24.85,1.22,0.3,109899.0,272971585.33,4.32,25.38,24.32,24.32,24.55,0.85,11.23,20.96,2.49,29693762000.0,2431850919.0,0.24,0.32,80.73,80.73
430,920885,星辰科技,21.49,1.22,0.26,62607.0,134966178.68,6.03,21.99,20.71,21.46,21.23,1.97,7.18,102.86,9.19,3670919651.0,1873867721.0,0.94,-0.05,0.37,76.73
431,920753,天纺标,23.16,1.22,0.28,4933.0,11465218.35,3.32,23.5,22.74,22.88,22.88,1.35,1.57,61.34,4.78,1885325163.0,729818499.0,0.0,-0.04,-15.13,-16.72
432,600343,航天动力,38.56,1.21,0.46,922763.0,3505232183.0,10.97,39.8,35.62,36.8,38.1,1.07,14.46,-168.94,18.15,24609236779.0,24609236779.0,0.42,-0.1,175.23,267.24
433,600738,丽尚国潮,5.01,1.21,0.06,152055.0,76765157.0,3.84,5.12,4.93,4.93,4.95,1.08,2.0,24.68,1.87,3814289532.0,3810937642.0,0.0,0.0,-2.15,1.01
434,920547,无锡晶海,24.41,1.2,0.29,6231.0,15178601.36,3.03,24.68,23.95,24.2,24.12,1.74,1.65,29.59,2.73,1896364080.0,920706144.0,0.12,0.21,-15.57,58.1
435,002970,锐明技术,46.36,1.2,0.55,46251.0,215820028.0,5.78,48.4,45.75,47.47,45.81,2.57,3.75,22.92,4.35,8374345228.0,5716663561.0,-0.17,-0.15,-8.9,-0.37
436,600350,山东高速,9.29,1.2,0.11,71287.0,66235584.0,2.4,9.35,9.13,9.13,9.18,0.72,0.15,12.86,1.52,44913162964.0,44913162964.0,0.11,0.11,4.38,-5.78
437,688232,新点软件,24.79,1.18,0.29,13999.0,34552066.0,3.31,25.02,24.21,24.53,24.5,1.68,0.43,-56.14,1.51,7981933160.0,7981933160.0,-0.12,-0.2,-11.5,-13.44
438,000863,三湘印象,5.15,1.18,0.06,219450.0,112077345.0,2.16,5.16,5.05,5.05,5.09,0.73,1.89,618.5,1.35,6080602734.0,5992619403.0,0.0,0.39,36.24,32.73
439,920212,智新电子,13.89,1.17,0.16,9721.0,13518304.82,2.77,14.06,13.68,13.73,13.73,1.41,1.89,152.68,3.51,1473729000.0,715790078.0,0.0,0.22,-19.01,-4.27
440,300155,安居宝,6.07,1.17,0.07,126069.0,76483673.48,5.33,6.24,5.92,6.21,6.0,0.88,3.81,-77.03,2.78,3406652406.0,2007511530.0,0.0,-0.16,19.96,26.72
441,600007,中国国贸,19.17,1.16,0.22,25900.0,49564252.0,1.69,19.24,18.92,18.92,18.95,0.63,0.26,15.4,2.04,19309606177.0,19309606177.0,-0.16,-0.16,-10.63,-17.94
442,601021,春秋航空,53.03,1.16,0.61,34244.0,182489356.0,2.4,53.85,52.59,52.59,52.42,1.27,0.35,16.66,2.85,51881021422.0,51881021422.0,0.0,0.02,1.92,-6.01
443,001268,联合精密,36.62,1.16,0.42,18723.0,67521521.0,4.67,36.97,35.28,35.84,36.2,1.24,2.98,49.79,3.85,3952518691.0,2304618691.0,-0.35,-0.27,-4.49,115.29
444,601155,新城控股,14.07,1.15,0.16,110074.0,155598270.0,4.1,14.27,13.7,13.93,13.91,1.12,0.49,24.44,0.51,31736613584.0,31736613584.0,0.0,0.0,-9.23,17.64
445,603365,水星家纺,20.3,1.15,0.23,8418.0,17138724.0,2.24,20.53,20.08,20.17,20.07,1.31,0.32,17.21,1.77,5328674890.0,5273986690.0,0.05,0.05,21.05,32.59
446,300691,联合光电,16.71,1.15,0.19,33442.0,55768883.88,3.81,16.99,16.36,16.62,16.52,1.93,1.52,-138.37,2.79,4495804880.0,3688533985.0,0.0,-0.18,-8.29,-14.92
447,300456,赛微电子,66.05,1.15,0.75,716938.0,4754400531.33,9.04,68.5,62.6,65.32,65.3,1.03,12.0,23.02,7.11,48362677501.0,39461511602.0,0.43,-0.32,182.87,284.46
448,601339,百隆东方,5.27,1.15,0.06,62313.0,32766069.0,2.69,5.29,5.15,5.24,5.21,1.36,0.42,10.78,0.86,7902728630.0,7902728630.0,0.19,0.0,-2.95,4.77
449,300004,南风股份,11.41,1.15,0.13,319240.0,363748478.86,5.05,11.68,11.11,11.3,11.28,2.9,6.65,122.78,3.08,5476726953.0,5476726953.0,-0.26,-0.09,-24.49,85.53
450,600115,中国东航,5.3,1.15,0.06,722228.0,382418505.0,2.1,5.34,5.23,5.26,5.24,2.06,0.42,41.75,7.15,117065004351.0,90232313933.0,-0.19,0.0,33.17,32.5
451,920174,五新隧装,48.33,1.15,0.55,10117.0,49098107.35,2.01,48.98,48.02,48.02,47.78,1.12,1.16,49.28,5.18,4350121341.0,4204746682.0,0.04,0.04,-15.89,67.29
452,920703,广厦环能,15.17,1.13,0.17,12136.0,18494934.01,4.53,15.51,14.83,15.0,15.0,1.24,1.59,22.08,2.05,2286483080.0,1156942280.0,0.26,0.2,-8.67,4.4
453,920118,太湖远大,23.32,1.13,0.26,4582.0,10680362.72,2.91,23.65,22.98,23.16,23.06,1.01,1.48,40.93,2.11,1186894720.0,720613652.0,-0.17,-0.09,-17.33,-0.34
454,300237,ST美晨,2.68,1.13,0.03,218553.0,58869583.4,1.89,2.72,2.67,2.7,2.65,0.96,1.52,-15.57,-22.14,3864332012.0,3864295832.0,0.0,-0.37,-32.66,22.94
455,301421,波长光电,104.43,1.13,1.17,64614.0,658693362.99,6.91,105.8,98.66,101.41,103.26,1.75,13.95,351.78,10.12,12084430740.0,4835995089.0,-0.11,-0.07,41.03,95.12
456,920808,曙光数创,70.74,1.13,0.79,14169.0,100376112.18,3.8,72.15,69.49,70.0,69.95,0.72,0.73,-151.98,21.75,14148000071.0,13764035942.0,-0.04,0.34,-28.14,4.96
457,603429,集友股份,9.93,1.12,0.11,83606.0,82749541.0,3.46,10.09,9.75,9.75,9.82,1.12,1.59,-653.78,4.22,5208140667.0,5208140667.0,0.1,0.3,-16.41,58.63
458,603190,亚通精工,26.28,1.12,0.29,28679.0,74497250.0,4.58,26.72,25.53,26.68,25.99,1.01,7.08,23.85,1.47,3272911200.0,1064851934.0,0.11,0.27,11.59,18.59
459,920570,坤博精工,35.25,1.12,0.39,5549.0,19642900.42,3.27,35.8,34.66,34.7,34.86,1.16,2.28,292.49,5.15,1768486190.0,858031671.0,0.2,0.2,-17.33,29.79
460,301016,雷尔伟,18.32,1.1,0.2,20329.0,37218859.95,3.37,18.55,17.94,18.36,18.12,2.3,0.98,67.08,4.01,4001088000.0,3794990895.0,-0.05,0.0,-15.96,26.0
461,920368,连城数控,26.71,1.1,0.29,24937.0,66651769.81,3.75,27.09,26.1,26.42,26.42,1.7,1.12,49.43,1.49,6270985552.0,5966003935.0,0.19,0.15,-15.95,-8.62
462,600073,光明肉业,6.43,1.1,0.07,85915.0,55092124.0,1.42,6.45,6.36,6.36,6.36,1.66,0.92,26.92,1.2,6029600505.0,6029600505.0,0.0,0.0,-13.11,-6.4
463,002210,飞马国际,3.72,1.09,0.04,552640.0,206205645.23,3.53,3.79,3.66,3.66,3.68,1.46,2.08,518.0,10.39,9899785919.0,9881274827.0,0.27,0.0,5.68,39.85
464,600166,福田汽车,2.77,1.09,0.03,896340.0,247393538.0,2.92,2.8,2.72,2.76,2.74,2.3,1.13,14.78,1.43,21931199017.0,21931199017.0,0.0,0.0,-4.15,10.36
465,301381,赛维时代,20.65,1.08,0.22,26899.0,55626720.08,3.08,21.01,20.38,20.52,20.43,2.12,1.38,29.79,3.13,8331411830.0,4033537655.0,0.0,-0.29,-12.02,-8.26
466,605088,冠盛股份,33.8,1.08,0.36,18382.0,61170296.0,3.83,33.93,32.65,33.4,33.44,1.89,0.92,22.86,2.39,6852140591.0,6750375551.0,0.33,0.09,-14.73,38.07
